minute,second,h_a,x,y,type,outcomeType,playerName,endX,endY,Setpiece,xT,team,country,competition,season
19,17,a,65.6,91.6,Pass,Successful,Vinícius Júnior,64.4,84.4,FALSE,0.0003855031053,Real Madrid,Europe,Champions-League,2022-2023
19,19.5,a,64.4,84.4,carry,Successful,Karim Benzema,67.1,82.7,FALSE,0.001819921388,Real Madrid,Europe,Champions-League,2022-2023
19,22,a,67.1,82.7,Pass,Successful,Karim Benzema,62.9,82.4,FALSE,-0.002490771182,Real Madrid,Europe,Champions-League,2022-2023
19,23,a,62.9,82.4,Pass,Successful,Luka Modric,69.6,93.4,FALSE,0.001881075024,Real Madrid,Europe,Champions-League,2022-2023
19,25,a,69.8,93.6,Pass,Successful,David Alaba,65.8,92.5,FALSE,-0.001696893714,Real Madrid,Europe,Champions-League,2022-2023
19,26,a,66.2,89.8,Pass,Successful,Luka Modric,69.1,82,FALSE,0.003032213803,Real Madrid,Europe,Champions-League,2022-2023
19,28,a,69.1,82,carry,Successful,Vinícius Júnior,64.2,66.1,FALSE,-0.002335028082,Real Madrid,Europe,Champions-League,2022-2023
19,30,a,64.2,66.1,Pass,Successful,Vinícius Júnior,59.3,42.2,FALSE,-0.001690628715,Real Madrid,Europe,Champions-League,2022-2023
19,32,a,59.3,42.2,Pass,Successful,Éder Militão,62.1,62.2,FALSE,0.0007961171995,Real Madrid,Europe,Champions-League,2022-2023
19,33.5,a,62.1,62.2,carry,Successful,Eduardo Camavinga,59.5,67.4,FALSE,-0.001046046701,Real Madrid,Europe,Champions-League,2022-2023
19,35,a,59.5,67.4,Pass,Successful,Eduardo Camavinga,50.3,68.2,FALSE,-0.002821319156,Real Madrid,Europe,Champions-League,2022-2023
19,39,a,52.1,69,Pass,Successful,Antonio Rüdiger,57.7,63.6,FALSE,0.001830062403,Real Madrid,Europe,Champions-League,2022-2023
19,40,a,57.7,63.6,carry,Successful,Eduardo Camavinga,56,58.3,FALSE,-0.000485254816,Real Madrid,Europe,Champions-League,2022-2023
19,41,a,56,58.3,Pass,Unsuccessful,Eduardo Camavinga,69.6,13.4,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
19,44,h,26.3,89.3,Pass,Unsuccessful,Darwin Núñez,24.9,79.7,FALSE,,Liverpool,Europe,Champions-League,2022-2023
19,46,a,69.1,28,Pass,Successful,Rodrygo,62.1,24.8,FALSE,-0.004198879952,Real Madrid,Europe,Champions-League,2022-2023
19,49,a,62.5,25.7,Pass,Successful,Daniel Carvajal,53.8,36.5,FALSE,-0.00234630997,Real Madrid,Europe,Champions-League,2022-2023
19,52,a,55,33.8,Pass,Successful,Éder Militão,58,26.6,FALSE,0.0006217688111,Real Madrid,Europe,Champions-League,2022-2023
19,53,a,58,26.6,Pass,Successful,Federico Valverde,53.2,31.8,FALSE,-0.001184544602,Real Madrid,Europe,Champions-League,2022-2023
19,55,a,53.8,28.9,Pass,Successful,Éder Militão,57.2,13,FALSE,-0.0001299561903,Real Madrid,Europe,Champions-League,2022-2023
19,56.5,a,57.2,13,carry,Successful,Federico Valverde,62.1,23.7,FALSE,0.00239328181,Real Madrid,Europe,Champions-League,2022-2023
19,58,a,62.1,23.7,Pass,Successful,Federico Valverde,59.3,38.5,FALSE,-0.0002133305158,Real Madrid,Europe,Champions-League,2022-2023
20,0,a,59.1,40.1,Pass,Successful,Eduardo Camavinga,76.2,92.8,FALSE,0.006910147514,Real Madrid,Europe,Champions-League,2022-2023
20,4,a,76.2,92.8,carry,Successful,Vinícius Júnior,77.8,76.9,FALSE,0.002865485343,Real Madrid,Europe,Champions-League,2022-2023
20,8,a,77.8,76.9,Pass,Successful,Vinícius Júnior,81.3,83.5,FALSE,0.0035322297,Real Madrid,Europe,Champions-League,2022-2023
20,9,a,82.2,83.2,Pass,Successful,Karim Benzema,86.7,76.5,FALSE,0.01141203102,Real Madrid,Europe,Champions-League,2022-2023
20,10.5,a,86.7,76.5,carry,Successful,Vinícius Júnior,87.5,70,FALSE,0.008949125918,Real Madrid,Europe,Champions-League,2022-2023
20,12,a,87.5,70,Goal,Successful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
21,7,h,50.5,50.1,Pass,Successful,Cody Gakpo,35.7,53.6,FALSE,-0.003655356036,Liverpool,Europe,Champions-League,2022-2023
21,8,h,35.7,53.6,Pass,Unsuccessful,Virgil van Dijk,88.4,100,FALSE,,Liverpool,Europe,Champions-League,2022-2023
21,11,a,12.3,0,Pass,Successful,Daniel Carvajal,18.1,7.5,FALSE,0.0005702323998,Real Madrid,Europe,Champions-League,2022-2023
21,12,a,16.6,7.3,Pass,Successful,Federico Valverde,8.8,5.2,FALSE,-0.001031319881,Real Madrid,Europe,Champions-League,2022-2023
21,14,a,8.8,5.2,Pass,Successful,Daniel Carvajal,27.9,71.6,FALSE,0.003636897869,Real Madrid,Europe,Champions-League,2022-2023
21,18,h,72.2,29.2,Challenge,Unsuccessful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
21,18,a,27.8,70.8,TakeOn,Successful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
21,20,h,72.6,31.4,Tackle,Successful,Jordan Henderson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
21,20,a,27.4,68.6,TakeOn,Unsuccessful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
21,21,h,72.3,31.5,Dispossessed,Successful,Jordan Henderson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
21,21,a,27.7,68.5,Tackle,Unsuccessful,Luka Modric,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
21,23,h,76.8,28,BallRecovery,Successful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
21,24,h,78.4,27.4,Pass,Unsuccessful,Mohamed Salah,98.3,31.8,FALSE,,Liverpool,Europe,Champions-League,2022-2023
21,26,a,2,67,KeeperPickup,Successful,Thibaut Courtois,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
21,35,a,10.6,53.2,Pass,Successful,Thibaut Courtois,15.3,35.2,FALSE,-0.0004109471618,Real Madrid,Europe,Champions-League,2022-2023
21,36,a,17.8,34.2,Pass,Successful,Éder Militão,23.4,47.7,FALSE,0.0004837882795,Real Madrid,Europe,Champions-League,2022-2023
21,38,a,23.3,46.8,Pass,Successful,Eduardo Camavinga,20.2,36.1,FALSE,-0.0004290919717,Real Madrid,Europe,Champions-League,2022-2023
21,41.5,a,20.2,36.1,carry,Successful,Éder Militão,25,48.5,FALSE,0.0006656155753,Real Madrid,Europe,Champions-League,2022-2023
21,45,a,25,48.5,Pass,Successful,Éder Militão,30.4,60.4,FALSE,0.0007139275973,Real Madrid,Europe,Champions-League,2022-2023
21,46,a,30.4,60.4,Pass,Successful,Luka Modric,23.3,58.1,FALSE,-0.0009767649907,Real Madrid,Europe,Champions-League,2022-2023
21,47.5,a,23.3,58.1,carry,Successful,Éder Militão,23.7,61.2,FALSE,0.00001157573465,Real Madrid,Europe,Champions-League,2022-2023
21,49,a,23.7,61.2,Pass,Successful,Éder Militão,23.6,80.4,FALSE,-0.0006462686778,Real Madrid,Europe,Champions-League,2022-2023
21,51,a,24.3,78.6,Pass,Successful,Antonio Rüdiger,27.3,73.6,FALSE,0.0006227838779,Real Madrid,Europe,Champions-League,2022-2023
21,54,a,29.9,72.5,Pass,Successful,Eduardo Camavinga,41.5,73.4,FALSE,0.002186666302,Real Madrid,Europe,Champions-League,2022-2023
21,55,a,41.5,73.4,Pass,Successful,Federico Valverde,33.9,71.6,FALSE,-0.001409997907,Real Madrid,Europe,Champions-League,2022-2023
21,56,a,33.9,71.6,Pass,Successful,Eduardo Camavinga,47.3,92.7,FALSE,0.001127452684,Real Madrid,Europe,Champions-League,2022-2023
21,57,a,47.3,92.7,carry,Successful,David Alaba,56.1,93.4,FALSE,0.002414522103,Real Madrid,Europe,Champions-League,2022-2023
21,58,a,56.1,93.4,Pass,Successful,David Alaba,61.5,96.5,FALSE,0.001733118166,Real Madrid,Europe,Champions-League,2022-2023
22,0,a,61.3,94.8,Pass,Successful,Vinícius Júnior,57.6,84.9,FALSE,-0.0002753088183,Real Madrid,Europe,Champions-League,2022-2023
22,3,a,59.5,85.5,Pass,Successful,Karim Benzema,61.4,89.2,FALSE,0.0002242877382,Real Madrid,Europe,Champions-League,2022-2023
22,3.5,a,61.4,89.2,carry,Successful,Vinícius Júnior,58.1,85.1,FALSE,-0.0006243116114,Real Madrid,Europe,Champions-League,2022-2023
22,4,h,41.9,14.9,Tackle,Successful,Fabinho,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
22,4,a,58.1,85.1,Dispossessed,Successful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
22,5,h,44.8,15.5,BallRecovery,Successful,Cody Gakpo,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
22,6,h,44.8,15.5,Pass,Successful,Cody Gakpo,46.3,2.9,FALSE,-0.0006922296672,Liverpool,Europe,Champions-League,2022-2023
22,7.5,h,46.3,2.9,carry,Successful,Mohamed Salah,66.3,5.2,FALSE,0.006559719354,Liverpool,Europe,Champions-League,2022-2023
22,9,a,33.7,94.8,Tackle,Successful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
22,9,h,66.3,5.2,TakeOn,Unsuccessful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
22,33,h,59,0,Pass,Unsuccessful,Trent Alexander-Arnold,80.6,4.1,FALSE,,Liverpool,Europe,Champions-League,2022-2023
22,37,a,17.2,92.1,Clearance,Successful,David Alaba,21.9,100,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
22,49,h,82.3,0,Pass,Successful,Trent Alexander-Arnold,93,10,FALSE,0.00884139268,Liverpool,Europe,Champions-League,2022-2023
22,51,h,93,10,BallTouch,Unsuccessful,Cody Gakpo,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
22,52,a,14.4,84.1,Clearance,Successful,Eduardo Camavinga,16.8,98.2,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
22,55,h,87.3,5.8,Pass,Successful,Trent Alexander-Arnold,86.9,56.7,FALSE,0.06677055648,Liverpool,Europe,Champions-League,2022-2023
22,55.5,h,86.9,56.7,carry,Successful,Andrew Robertson,87.2,67.5,FALSE,-0.04236999633,Liverpool,Europe,Champions-League,2022-2023
22,56,h,87.2,67.5,SavedShot,Successful,Andrew Robertson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
22,56,a,11.5,39.8,Save,Successful,Rodrygo,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
22,58,a,11.7,59.5,Clearance,Successful,Antonio Rüdiger,22.8,77.4,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
23,1,a,24,73.4,Tackle,Unsuccessful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
23,1,h,76,26.6,TakeOn,Unsuccessful,Trent Alexander-Arnold,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
23,1,h,75.9,28.5,BallTouch,Successful,Trent Alexander-Arnold,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
23,2,a,27.3,72.6,Pass,Successful,Eduardo Camavinga,60.3,75.7,FALSE,0.007635280334,Real Madrid,Europe,Champions-League,2022-2023
23,2,a,27.3,72.6,BallRecovery,Successful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
23,5.5,a,60.3,75.7,carry,Successful,Vinícius Júnior,74.5,68.5,FALSE,0.007818159044,Real Madrid,Europe,Champions-League,2022-2023
23,9,a,74.5,68.5,Pass,Unsuccessful,Vinícius Júnior,86.8,55.2,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
23,10,h,9.7,42.1,Clearance,Successful,Joe Gomez,25.2,21.9,FALSE,,Liverpool,Europe,Champions-League,2022-2023
23,12,h,24,12.6,BallRecovery,Successful,Jordan Henderson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
23,22,h,48.4,5.2,Pass,Successful,Jordan Henderson,41.7,33.7,FALSE,0.0003653417497,Liverpool,Europe,Champions-League,2022-2023
23,23.5,h,41.7,33.7,carry,Successful,Fabinho,46,40.9,FALSE,0.001220937344,Liverpool,Europe,Champions-League,2022-2023
23,25,h,46,40.9,Pass,Successful,Fabinho,46.9,51.9,FALSE,0.0003432444194,Liverpool,Europe,Champions-League,2022-2023
23,27.5,h,46.9,51.9,carry,Successful,Stefan Bajcetic,51.3,52.5,FALSE,0.001083113514,Liverpool,Europe,Champions-League,2022-2023
23,30,h,51.3,52.5,Pass,Successful,Stefan Bajcetic,52.1,40.4,FALSE,0.0001522198558,Liverpool,Europe,Champions-League,2022-2023
23,31,h,52.2,40,Pass,Successful,Fabinho,55.9,29.2,FALSE,0.0008677613344,Liverpool,Europe,Champions-League,2022-2023
23,32,h,55.9,29.2,Pass,Successful,Trent Alexander-Arnold,52.6,41.3,FALSE,-0.0007481057175,Liverpool,Europe,Champions-League,2022-2023
23,34,h,52.6,41.3,Pass,Successful,Fabinho,54.5,50.9,FALSE,0.0005410899277,Liverpool,Europe,Champions-League,2022-2023
23,35,h,54.5,50.9,Pass,Successful,Stefan Bajcetic,47.3,39.7,FALSE,-0.001968049128,Liverpool,Europe,Champions-League,2022-2023
23,36.5,h,47.3,39.7,carry,Successful,Fabinho,51.8,43,FALSE,0.001245328444,Liverpool,Europe,Champions-League,2022-2023
23,38,h,51.8,43,Pass,Successful,Fabinho,54,53.7,FALSE,0.00055187726,Liverpool,Europe,Champions-League,2022-2023
23,40,h,54.7,56.6,Pass,Successful,Stefan Bajcetic,54.2,78.8,FALSE,-0.0008187196746,Liverpool,Europe,Champions-League,2022-2023
23,43,h,54.7,81.2,Pass,Successful,Virgil van Dijk,57.8,95.4,FALSE,-0.0003587522392,Liverpool,Europe,Champions-League,2022-2023
23,44,h,57.8,95.4,Pass,Successful,Andrew Robertson,41.5,80.6,FALSE,-0.002940994415,Liverpool,Europe,Champions-League,2022-2023
23,46,h,41.5,80.6,carry,Successful,Virgil van Dijk,39.1,75.1,FALSE,-0.0002567569555,Liverpool,Europe,Champions-League,2022-2023
23,48,h,39.1,75.1,Pass,Successful,Virgil van Dijk,72.6,4.1,FALSE,0.009880424028,Liverpool,Europe,Champions-League,2022-2023
23,52,h,72.6,4.1,Pass,Successful,Jordan Henderson,66.1,5.5,FALSE,-0.00355687973,Liverpool,Europe,Champions-League,2022-2023
23,56,h,68.4,5.6,Pass,Successful,Trent Alexander-Arnold,64.9,21.5,FALSE,0.0002316146171,Liverpool,Europe,Champions-League,2022-2023
23,58,h,64.9,21.5,carry,Successful,Fabinho,66.1,24.6,FALSE,0.000789404092,Liverpool,Europe,Champions-League,2022-2023
24,0,h,66.1,24.6,Pass,Successful,Fabinho,67.8,9.2,FALSE,-0.0008108569343,Liverpool,Europe,Champions-League,2022-2023
24,3,h,67.9,9.1,Pass,Successful,Trent Alexander-Arnold,94.5,24.6,FALSE,0.0333477286,Liverpool,Europe,Champions-League,2022-2023
24,6,h,94.5,24.6,Pass,Successful,Jordan Henderson,93.2,34.6,FALSE,0.04845650208,Liverpool,Europe,Champions-League,2022-2023
24,7.5,h,93.2,34.6,carry,Successful,Mohamed Salah,95.4,45.1,FALSE,0.1491499148,Liverpool,Europe,Champions-League,2022-2023
24,9,h,95.4,45.1,SavedShot,Successful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
24,9,a,3.7,54.1,Save,Successful,Federico Valverde,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
24,11,h,93.1,49.3,BallTouch,Successful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
24,12,h,98.4,50.7,SavedShot,Successful,Darwin Núñez,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
24,12,a,2.4,50.6,Save,Successful,Éder Militão,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
24,13,a,2.4,50.6,Clearance,Successful,Éder Militão,11.5,100,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
26,51,a,0,0,SubstitutionOff,Successful,David Alaba,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
26,51,a,0,0,SubstitutionOn,Successful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
27,8,h,85,0,Pass,Successful,Trent Alexander-Arnold,81,25.3,FALSE,0.0006760482085,Liverpool,Europe,Champions-League,2022-2023
27,11,h,81,25.3,Pass,Unsuccessful,Stefan Bajcetic,100,67.5,FALSE,,Liverpool,Europe,Champions-League,2022-2023
27,26,a,4.1,48.5,Pass,Successful,Thibaut Courtois,5.8,33.3,FALSE,-0.0002654915874,Real Madrid,Europe,Champions-League,2022-2023
27,29,a,5.8,33.3,carry,Successful,Éder Militão,7.6,30.3,FALSE,0.00001574606469,Real Madrid,Europe,Champions-League,2022-2023
27,32,a,7.6,30.3,Pass,Successful,Éder Militão,15,7,FALSE,-0.001108090521,Real Madrid,Europe,Champions-League,2022-2023
27,34,a,15,7,carry,Successful,Daniel Carvajal,24.1,7.2,FALSE,0.0009901930869,Real Madrid,Europe,Champions-League,2022-2023
27,36,a,24.1,7.2,Pass,Unsuccessful,Daniel Carvajal,48.8,41.9,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
27,38,h,40.7,56.6,BallRecovery,Successful,Jordan Henderson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
27,41,h,30,51.3,Pass,Successful,Jordan Henderson,14.2,43.7,FALSE,-0.0007680590772,Liverpool,Europe,Champions-League,2022-2023
27,44,h,14.8,43.4,Pass,Successful,Alisson,20,24.4,FALSE,-0.0009769099623,Liverpool,Europe,Champions-League,2022-2023
27,46,h,20,24.4,Pass,Successful,Joe Gomez,26.9,7.7,FALSE,-0.0001425965058,Liverpool,Europe,Champions-League,2022-2023
27,48,h,26.9,7.7,carry,Successful,Trent Alexander-Arnold,18.1,7.6,FALSE,-0.001161854506,Liverpool,Europe,Champions-League,2022-2023
27,50,h,18.1,7.6,Pass,Successful,Trent Alexander-Arnold,10.8,12.9,FALSE,-0.0002913136629,Liverpool,Europe,Champions-League,2022-2023
27,53,h,10.8,12.9,Pass,Unsuccessful,Joe Gomez,69.4,4.6,FALSE,,Liverpool,Europe,Champions-League,2022-2023
27,56,a,29.1,94.7,BallRecovery,Successful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
27,57,a,27.7,92.8,Pass,Successful,Nacho,38.7,95,FALSE,0.001847932976,Real Madrid,Europe,Champions-League,2022-2023
28,1,a,38.7,95,Pass,Unsuccessful,Eduardo Camavinga,47.2,94.8,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
28,2,h,54.3,9.2,Pass,Successful,Trent Alexander-Arnold,62.5,16.8,FALSE,0.003456415542,Liverpool,Europe,Champions-League,2022-2023
28,4,h,63.2,17.1,BallRecovery,Successful,Fabinho,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
28,5,a,34,76.2,Pass,Successful,Federico Valverde,35.5,87.6,FALSE,-0.0003717637602,Real Madrid,Europe,Champions-League,2022-2023
28,5,h,63.2,17.1,Pass,Unsuccessful,Fabinho,65.7,25.5,FALSE,,Liverpool,Europe,Champions-League,2022-2023
28,7,a,33.9,85,BallRecovery,Successful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
28,7,a,33.9,85,Pass,Successful,Eduardo Camavinga,20.3,78,FALSE,-0.001661485707,Real Madrid,Europe,Champions-League,2022-2023
28,9,a,20.3,78,Pass,Successful,Antonio Rüdiger,3.2,59.2,FALSE,-0.0002575414465,Real Madrid,Europe,Champions-League,2022-2023
28,11,a,3.2,59.2,carry,Successful,Thibaut Courtois,3.9,55,FALSE,0.0001277514815,Real Madrid,Europe,Champions-League,2022-2023
28,13,a,3.9,55,Pass,Successful,Thibaut Courtois,8.4,35.9,FALSE,0.0002241859501,Real Madrid,Europe,Champions-League,2022-2023
28,14.5,a,8.4,35.9,carry,Successful,Éder Militão,11.6,31.2,FALSE,0.00003468004245,Real Madrid,Europe,Champions-League,2022-2023
28,16,a,11.6,31.2,Pass,Successful,Éder Militão,26.8,6.1,FALSE,-0.0002657269085,Real Madrid,Europe,Champions-League,2022-2023
28,18,a,26.8,6.1,carry,Successful,Daniel Carvajal,35.3,6.1,FALSE,0.001472947132,Real Madrid,Europe,Champions-League,2022-2023
28,20,a,35.3,6.1,Pass,Unsuccessful,Daniel Carvajal,70.8,53.2,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
28,24,h,27.5,40.4,Pass,Successful,Trent Alexander-Arnold,28.6,46.4,FALSE,0.000209241958,Liverpool,Europe,Champions-League,2022-2023
28,25,h,28.6,46.4,BallRecovery,Successful,Virgil van Dijk,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
28,26,h,28.6,46.4,Pass,Successful,Virgil van Dijk,60.7,11.7,FALSE,0.006194270565,Liverpool,Europe,Champions-League,2022-2023
28,29,h,60.7,11.7,BallTouch,Unsuccessful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
28,30,a,34.2,92.1,BallRecovery,Successful,Antonio Rüdiger,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
28,32,a,26.2,91.6,Pass,Successful,Antonio Rüdiger,8.9,64.4,FALSE,0.0002150325209,Real Madrid,Europe,Champions-League,2022-2023
28,34,a,8.9,64.2,Pass,Unsuccessful,Thibaut Courtois,55.8,88.5,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
28,39,h,49.6,12.8,Interception,Successful,Trent Alexander-Arnold,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
28,41,a,40.7,80.7,Pass,Successful,Luka Modric,36.3,80,FALSE,-0.0008456657194,Real Madrid,Europe,Champions-League,2022-2023
28,43,a,35.3,78.1,Pass,Successful,Eduardo Camavinga,29.8,50.9,FALSE,-0.0004524249909,Real Madrid,Europe,Champions-League,2022-2023
28,45,a,29.8,50.9,carry,Successful,Éder Militão,30.5,43.9,FALSE,0.0001095363363,Real Madrid,Europe,Champions-League,2022-2023
28,47,a,30.5,43.9,Pass,Successful,Éder Militão,57.7,9.5,FALSE,0.004714703963,Real Madrid,Europe,Champions-League,2022-2023
28,49,a,57.7,9.5,carry,Successful,Daniel Carvajal,61.3,9.2,FALSE,0.001128794914,Real Madrid,Europe,Champions-League,2022-2023
28,51,a,61.3,9.2,Pass,Successful,Daniel Carvajal,71.6,5.5,FALSE,0.004478818375,Real Madrid,Europe,Champions-League,2022-2023
28,52,a,71.6,5.5,Pass,Successful,Rodrygo,74.7,18.6,FALSE,0.004740293525,Real Madrid,Europe,Champions-League,2022-2023
28,54,a,74.9,19,Pass,Successful,Daniel Carvajal,72.3,31.8,FALSE,-0.001761461402,Real Madrid,Europe,Champions-League,2022-2023
28,56,a,71.9,33.2,Pass,Successful,Federico Valverde,71.6,63.9,FALSE,-0.0001053194305,Real Madrid,Europe,Champions-League,2022-2023
28,58,a,72.2,66.1,Pass,Successful,Luka Modric,79,71.4,FALSE,0.003634078346,Real Madrid,Europe,Champions-League,2022-2023
28,59,a,77.9,71.4,Pass,Successful,Karim Benzema,72.6,68,FALSE,-0.002932300082,Real Madrid,Europe,Champions-League,2022-2023
29,0,a,72.6,68,Pass,Successful,Luka Modric,77,82.4,FALSE,0.002767022555,Real Madrid,Europe,Champions-League,2022-2023
29,2,a,77.4,81.7,Pass,Unsuccessful,Vinícius Júnior,94.3,35.9,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
29,5,h,7.8,62.7,Clearance,Successful,Darwin Núñez,0,65.1,FALSE,,Liverpool,Europe,Champions-League,2022-2023
29,6,h,2.4,64.6,CornerAwarded,Unsuccessful,Darwin Núñez,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
29,6,a,97.6,35.4,CornerAwarded,Successful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
29,56,a,99.5,0.5,Pass,Successful,Luka Modric,89.5,47.1,TRUE,0.1075879341,Real Madrid,Europe,Champions-League,2022-2023
29,58,h,8.2,51.8,Aerial,Unsuccessful,Darwin Núñez,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
29,58,a,91.8,48.2,Aerial,Successful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
29,59,a,89.5,47.1,BallTouch,Successful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
30,2,h,3,47.6,Save,Successful,Alisson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
30,2,a,88.2,65.1,SavedShot,Successful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
30,4,h,7.2,68.7,BallRecovery,Successful,Andrew Robertson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
30,5,h,7.2,68.7,Pass,Unsuccessful,Andrew Robertson,68.6,98.4,FALSE,,Liverpool,Europe,Champions-League,2022-2023
30,12,h,64.3,97.8,Foul,Unsuccessful,Darwin Núñez,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
30,12,a,35.7,2.2,Foul,Successful,Daniel Carvajal,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
30,32,a,37.2,4.6,Pass,Successful,Daniel Carvajal,30.9,33.9,TRUE,0.0002576711243,Real Madrid,Europe,Champions-League,2022-2023
30,34,a,30.9,33.9,Pass,Successful,Éder Militão,31.3,80.7,FALSE,-0.0004558870165,Real Madrid,Europe,Champions-League,2022-2023
30,35,a,31.3,80.7,Pass,Successful,Antonio Rüdiger,43.9,90.7,FALSE,0.001485862675,Real Madrid,Europe,Champions-League,2022-2023
30,36,a,43.9,90.7,Pass,Successful,Nacho,60.1,96.8,FALSE,0.004184922856,Real Madrid,Europe,Champions-League,2022-2023
30,39,a,61.5,94.5,BallTouch,Unsuccessful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
30,40,a,61.6,87.1,Challenge,Unsuccessful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
30,40,h,38.4,12.9,TakeOn,Successful,Jordan Henderson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
30,41,h,40,28.2,BallRecovery,Successful,Jordan Henderson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
30,43,h,43.9,35.1,Pass,Unsuccessful,Jordan Henderson,50.4,40.3,FALSE,,Liverpool,Europe,Champions-League,2022-2023
30,45,a,46.9,57,Interception,Successful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
30,46,a,57.6,62.2,BallRecovery,Successful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
30,47,a,60.7,65,BallTouch,Successful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
30,50,a,66.6,76.5,Pass,Successful,Luka Modric,76.3,89.9,FALSE,0.00467602773,Real Madrid,Europe,Champions-League,2022-2023
30,52,a,77,89,Pass,Successful,Karim Benzema,72.9,76.5,FALSE,-0.001416872273,Real Madrid,Europe,Champions-League,2022-2023
30,54,a,71.9,73.9,Pass,Successful,Luka Modric,81,51.5,FALSE,0.02712425846,Real Madrid,Europe,Champions-League,2022-2023
30,56,a,81,51.5,Pass,Successful,Rodrygo,85.1,34.6,FALSE,0.00660541237,Real Madrid,Europe,Champions-League,2022-2023
30,57,a,85.1,34.6,MissedShots,Successful,Federico Valverde,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
31,33,h,3.3,47,Pass,Successful,Alisson,21.7,84.8,FALSE,-0.0001406314731,Liverpool,Europe,Champions-League,2022-2023
