minute,second,h_a,x,y,type,outcomeType,playerName,endX,endY,Setpiece,xT,team,country,competition,season
31,36,h,21.4,86,Pass,Successful,Andrew Robertson,13,67.6,FALSE,0.000752603945,Liverpool,Europe,Champions-League,2022-2023
31,37,h,13,67.6,carry,Successful,Virgil van Dijk,10.2,65.2,FALSE,-0.0001023154516,Liverpool,Europe,Champions-League,2022-2023
31,38,h,10.2,65.2,Pass,Successful,Virgil van Dijk,4.3,42.5,FALSE,-0.0004018448293,Liverpool,Europe,Champions-League,2022-2023
31,40,h,4.3,42.5,Pass,Successful,Alisson,18.4,44.6,FALSE,0.0009753824677,Liverpool,Europe,Champions-League,2022-2023
31,42,h,18.4,44.6,carry,Successful,Fabinho,21.5,30.3,FALSE,-0.0002969350894,Liverpool,Europe,Champions-League,2022-2023
31,44,h,21.5,30.3,Pass,Successful,Fabinho,42.1,17.3,FALSE,0.002901010383,Liverpool,Europe,Champions-League,2022-2023
31,47,h,42.6,12.8,Pass,Unsuccessful,Trent Alexander-Arnold,45.4,22.7,FALSE,,Liverpool,Europe,Champions-League,2022-2023
31,47,h,42.5,18.9,Pass,Successful,Jordan Henderson,42.6,12.8,FALSE,-0.0005423401738,Liverpool,Europe,Champions-League,2022-2023
31,48,a,51.4,72.9,BallTouch,Unsuccessful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
31,50,a,53.7,74.8,Foul,Unsuccessful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
32,2,h,48.6,26.4,Pass,Successful,Fabinho,45.9,4.3,TRUE,-0.002460784382,Liverpool,Europe,Champions-League,2022-2023
32,5,h,45.9,4.3,Pass,Successful,Trent Alexander-Arnold,58.5,4.6,FALSE,0.003679826486,Liverpool,Europe,Champions-League,2022-2023
32,7,h,58.5,4.6,Pass,Successful,Mohamed Salah,41.3,6.4,FALSE,-0.00432743,Liverpool,Europe,Champions-League,2022-2023
32,9,h,42.5,7,Pass,Successful,Trent Alexander-Arnold,42.9,27.7,FALSE,0.001524928322,Liverpool,Europe,Champions-League,2022-2023
32,10,h,42.9,27.7,Pass,Successful,Fabinho,30.1,31.6,FALSE,-0.002303553169,Liverpool,Europe,Champions-League,2022-2023
32,12,h,30.1,31.6,carry,Successful,Joe Gomez,32.7,42.4,FALSE,0.0005772278481,Liverpool,Europe,Champions-League,2022-2023
32,14,h,32.7,42.4,Pass,Successful,Joe Gomez,42.3,49.4,FALSE,0.002045150864,Liverpool,Europe,Champions-League,2022-2023
32,15,h,42.3,49.4,carry,Successful,Stefan Bajcetic,40,44.2,FALSE,-0.0006132007207,Liverpool,Europe,Champions-League,2022-2023
32,16,h,40,44.2,Pass,Successful,Stefan Bajcetic,38.7,15.2,FALSE,-0.001173550089,Liverpool,Europe,Champions-League,2022-2023
32,17.5,h,38.7,15.2,carry,Successful,Trent Alexander-Arnold,40.4,22.8,FALSE,0.0007630497345,Liverpool,Europe,Champions-League,2022-2023
32,19,h,40.4,22.8,Pass,Successful,Trent Alexander-Arnold,43.5,33.1,FALSE,0.001017188596,Liverpool,Europe,Champions-League,2022-2023
32,20.5,h,43.5,33.1,carry,Successful,Stefan Bajcetic,47.7,32.1,FALSE,0.001001584715,Liverpool,Europe,Champions-League,2022-2023
32,22,h,47.7,32.1,Pass,Unsuccessful,Stefan Bajcetic,74.5,87.8,FALSE,,Liverpool,Europe,Champions-League,2022-2023
32,25,h,72.8,87.8,Aerial,Unsuccessful,Andrew Robertson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
32,25,a,27.2,12.2,Aerial,Successful,Daniel Carvajal,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
32,25,a,28.9,12.1,Clearance,Successful,Daniel Carvajal,34.2,0,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
32,29,h,74.9,100,Pass,Successful,Andrew Robertson,55.7,79.4,FALSE,-0.007659953079,Liverpool,Europe,Champions-League,2022-2023
32,31,h,55.7,79.4,carry,Successful,Stefan Bajcetic,49.3,75.3,FALSE,-0.001641451616,Liverpool,Europe,Champions-League,2022-2023
32,33,h,49.3,75.3,Pass,Successful,Stefan Bajcetic,44,42.4,FALSE,-0.0007464387054,Liverpool,Europe,Champions-League,2022-2023
32,34.5,h,44,42.4,carry,Successful,Joe Gomez,44.7,36,FALSE,-0.00006160991225,Liverpool,Europe,Champions-League,2022-2023
32,36,h,44.7,36,Pass,Successful,Joe Gomez,62.8,6.7,FALSE,0.003399309285,Liverpool,Europe,Champions-League,2022-2023
32,38,h,62.7,6.1,Pass,Successful,Mohamed Salah,69.5,9.4,FALSE,0.003727064954,Liverpool,Europe,Champions-League,2022-2023
32,39,h,69.5,9.4,carry,Successful,Jordan Henderson,80.3,12.9,FALSE,0.008564501147,Liverpool,Europe,Champions-League,2022-2023
32,40,h,80.3,12.9,Pass,Successful,Jordan Henderson,78.8,35.1,FALSE,0.0004252372052,Liverpool,Europe,Champions-League,2022-2023
32,42,h,77,36.6,TakeOn,Unsuccessful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
32,42,a,23,63.4,Tackle,Unsuccessful,Federico Valverde,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
32,43,h,81.6,43.9,Pass,Successful,Cody Gakpo,78.8,50.4,FALSE,-0.02253694389,Liverpool,Europe,Champions-League,2022-2023
32,44,h,78.8,51.5,Pass,Successful,Mohamed Salah,80.3,74.2,FALSE,-0.002980128986,Liverpool,Europe,Champions-League,2022-2023
32,46,h,80.2,73.3,Pass,Successful,Andrew Robertson,72.8,62.3,FALSE,-0.005762295404,Liverpool,Europe,Champions-League,2022-2023
32,47,h,72.8,62.3,Pass,Unsuccessful,Stefan Bajcetic,75.9,52.7,FALSE,,Liverpool,Europe,Champions-League,2022-2023
32,50,h,75.2,53,Tackle,Unsuccessful,Cody Gakpo,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
32,50,a,24.8,47,TakeOn,Unsuccessful,Luka Modric,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
32,52,a,23.1,64.7,BallRecovery,Successful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
32,53,h,80.1,35.1,Tackle,Successful,Cody Gakpo,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
32,53,a,19.9,64.9,Dispossessed,Successful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
32,54,h,90.9,33.1,BallRecovery,Successful,Cody Gakpo,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
32,57,h,93.6,28,Pass,Unsuccessful,Cody Gakpo,87.7,69.3,FALSE,,Liverpool,Europe,Champions-League,2022-2023
32,58,a,10.9,40.2,Clearance,Successful,Federico Valverde,53.3,41.6,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
33,3,h,45.6,52.8,Pass,Successful,Virgil van Dijk,55.4,48.2,FALSE,0.002537975225,Liverpool,Europe,Champions-League,2022-2023
33,4.5,h,55.4,48.2,carry,Successful,Fabinho,53.5,43.3,FALSE,-0.0005919731194,Liverpool,Europe,Champions-League,2022-2023
33,6,h,53.5,43.3,Pass,Successful,Fabinho,52.8,26.8,FALSE,-0.0005351711076,Liverpool,Europe,Champions-League,2022-2023
33,8,h,54.1,26.8,Pass,Successful,Joe Gomez,60.5,43,FALSE,0.002636373918,Liverpool,Europe,Champions-League,2022-2023
33,9.5,h,60.5,43,carry,Successful,Fabinho,60.3,35.5,FALSE,-0.0003556457825,Liverpool,Europe,Champions-League,2022-2023
33,11,h,60.3,35.5,Pass,Successful,Fabinho,75.9,27.7,FALSE,0.008147575345,Liverpool,Europe,Champions-League,2022-2023
33,12.5,h,75.9,27.7,carry,Successful,Mohamed Salah,77.1,35.8,FALSE,0.002200403168,Liverpool,Europe,Champions-League,2022-2023
33,14,h,77.1,35.8,Dispossessed,Successful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
33,14,a,22.9,64.2,Tackle,Successful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
33,16,a,19.1,59.9,BallTouch,Successful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
33,17,a,22.6,56.4,BallRecovery,Successful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
33,18,a,23.2,55.2,Pass,Successful,Vinícius Júnior,35.7,54,FALSE,0.001866909775,Real Madrid,Europe,Champions-League,2022-2023
33,19,a,35.7,54,Pass,Successful,Karim Benzema,32.2,60.2,FALSE,-0.0005844192014,Real Madrid,Europe,Champions-League,2022-2023
33,20,a,41.4,62.4,BallTouch,Unsuccessful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
33,22,h,53.5,27.7,BallRecovery,Successful,Jordan Henderson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
33,24,h,32.3,25.3,Pass,Successful,Jordan Henderson,18,45.5,FALSE,-0.001051756052,Liverpool,Europe,Champions-League,2022-2023
33,26,h,18.9,47.6,Pass,Successful,Alisson,27.2,88.6,FALSE,-0.0005049731446,Liverpool,Europe,Champions-League,2022-2023
33,27.5,h,27.2,88.6,carry,Successful,Andrew Robertson,29,84.8,FALSE,0.0005163623042,Liverpool,Europe,Champions-League,2022-2023
33,29,h,29,84.8,Pass,Successful,Andrew Robertson,31.4,67.2,FALSE,0.001215932674,Liverpool,Europe,Champions-League,2022-2023
33,31.5,h,31.4,67.2,carry,Successful,Stefan Bajcetic,36.9,52.1,FALSE,0.0009856601334,Liverpool,Europe,Champions-League,2022-2023
33,34,h,36.9,52.1,Pass,Successful,Stefan Bajcetic,33.9,31.2,FALSE,-0.0005457318422,Liverpool,Europe,Champions-League,2022-2023
33,36,h,33.9,31.2,carry,Successful,Joe Gomez,38.7,25.8,FALSE,0.0007068674276,Liverpool,Europe,Champions-League,2022-2023
33,38,h,38.7,25.8,Pass,Successful,Joe Gomez,44.5,37.6,FALSE,0.001578789024,Liverpool,Europe,Champions-League,2022-2023
33,39,h,44.5,37.6,carry,Successful,Fabinho,47.5,44.3,FALSE,0.0009891683641,Liverpool,Europe,Champions-League,2022-2023
33,40,h,47.5,44.3,Pass,Successful,Fabinho,47.9,58.2,FALSE,0.00003035753488,Liverpool,Europe,Champions-League,2022-2023
33,45,h,48.2,57.6,Pass,Successful,Stefan Bajcetic,52.3,41.8,FALSE,0.001031781125,Liverpool,Europe,Champions-League,2022-2023
33,46,h,52.3,41.8,carry,Successful,Fabinho,53.3,38.6,FALSE,0.0002054991908,Liverpool,Europe,Champions-League,2022-2023
33,47,h,53.3,38.6,Pass,Successful,Fabinho,53.7,19.4,FALSE,-0.0005930159582,Liverpool,Europe,Champions-League,2022-2023
33,49,h,55.6,18,Pass,Successful,Jordan Henderson,70.9,3.5,FALSE,0.0048255448,Liverpool,Europe,Champions-League,2022-2023
33,51,h,70.9,3.5,carry,Successful,Mohamed Salah,81.5,8.5,FALSE,0.00890638861,Liverpool,Europe,Champions-League,2022-2023
33,53,h,81.5,8.5,Pass,Unsuccessful,Mohamed Salah,84.8,11.4,FALSE,,Liverpool,Europe,Champions-League,2022-2023
33,54,a,7.7,82,Clearance,Successful,Antonio Rüdiger,10.6,100,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
34,3,h,86.5,0,Pass,Successful,Trent Alexander-Arnold,86.1,5.3,FALSE,-0.000350154955,Liverpool,Europe,Champions-League,2022-2023
34,4,h,86.1,5.3,carry,Successful,Mohamed Salah,88.2,7.6,FALSE,0.002099925684,Liverpool,Europe,Champions-League,2022-2023
34,5,h,88.2,7.6,Pass,Successful,Mohamed Salah,85.5,4.7,FALSE,-0.002625158116,Liverpool,Europe,Champions-League,2022-2023
34,6,h,85,5.3,Pass,Successful,Trent Alexander-Arnold,86.7,10.7,FALSE,0.003447206255,Liverpool,Europe,Champions-League,2022-2023
34,7,h,86.7,10.7,Pass,Successful,Mohamed Salah,88.5,7,FALSE,-0.0005595935685,Liverpool,Europe,Champions-League,2022-2023
34,9,h,89.7,5.3,Pass,Unsuccessful,Trent Alexander-Arnold,94.8,60,FALSE,,Liverpool,Europe,Champions-League,2022-2023
34,11,a,4.9,42.2,Aerial,Successful,Rodrygo,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
34,11,a,4.8,46,Clearance,Successful,Rodrygo,15.7,0,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
34,11,h,95.1,57.8,Aerial,Unsuccessful,Andrew Robertson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
34,25,h,82.9,100,Pass,Successful,Darwin Núñez,62.8,90.3,FALSE,-0.01293097775,Liverpool,Europe,Champions-League,2022-2023
34,27,h,62.6,88.4,Pass,Successful,Stefan Bajcetic,63.4,73.2,FALSE,0.001626895886,Liverpool,Europe,Champions-League,2022-2023
34,28.5,h,63.4,73.2,carry,Successful,Fabinho,58.9,69.4,FALSE,-0.001439628696,Liverpool,Europe,Champions-League,2022-2023
34,30,h,58.9,69.4,Pass,Successful,Fabinho,42,74.4,FALSE,-0.004912680838,Liverpool,Europe,Champions-League,2022-2023
34,31,h,42,74.4,carry,Successful,Virgil van Dijk,43.2,71.2,FALSE,0.0003591960544,Liverpool,Europe,Champions-League,2022-2023
34,32,h,43.2,71.2,Pass,Successful,Virgil van Dijk,48.3,63.9,FALSE,0.001520130383,Liverpool,Europe,Champions-League,2022-2023
34,35,h,48.4,63.9,Pass,Successful,Fabinho,75.4,2.9,FALSE,0.009507478945,Liverpool,Europe,Champions-League,2022-2023
34,37.5,h,75.4,2.9,carry,Successful,Mohamed Salah,83.7,8.8,FALSE,0.007686591453,Liverpool,Europe,Champions-League,2022-2023
34,40,a,16.3,91.2,Tackle,Successful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
34,40,h,83.7,8.8,TakeOn,Unsuccessful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
34,44,a,5.1,96.2,BallRecovery,Successful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
34,45,a,3.8,95.6,Pass,Successful,Nacho,16.5,95.4,FALSE,0.001727565405,Real Madrid,Europe,Champions-League,2022-2023
34,47,a,16.5,95.4,Pass,Successful,Vinícius Júnior,6.6,86.1,FALSE,-0.0006601619273,Real Madrid,Europe,Champions-League,2022-2023
34,48,a,6.6,86.1,Pass,Successful,Antonio Rüdiger,12.3,84.1,FALSE,0.001073510741,Real Madrid,Europe,Champions-League,2022-2023
34,49,a,11.8,82,Pass,Unsuccessful,Luka Modric,19.7,93.6,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
34,50,a,20,76.2,Pass,Unsuccessful,Eduardo Camavinga,31.6,75.8,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
34,50,h,75.9,7.4,Pass,Unsuccessful,Trent Alexander-Arnold,78.9,21.5,FALSE,,Liverpool,Europe,Champions-League,2022-2023
34,50,h,75.9,7.4,BallRecovery,Successful,Trent Alexander-Arnold,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
34,53,h,72.6,25.2,BallTouch,Unsuccessful,Fabinho,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
34,54,a,29.7,68.8,TakeOn,Unsuccessful,Karim Benzema,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
34,54,h,70.3,31.2,Tackle,Unsuccessful,Stefan Bajcetic,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
34,55,a,35.3,57.7,BallTouch,Successful,Karim Benzema,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
34,56,h,68.1,30.4,BallTouch,Unsuccessful,Stefan Bajcetic,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
34,57,a,31,56.7,BallRecovery,Successful,Federico Valverde,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
34,58,a,34.3,41,Pass,Unsuccessful,Federico Valverde,73.5,68.5,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
34,59,h,23.8,33.9,BallRecovery,Successful,Joe Gomez,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
35,0,h,23.8,33.9,Pass,Successful,Joe Gomez,8.8,39.7,FALSE,-0.0005045218877,Liverpool,Europe,Champions-League,2022-2023
35,1,h,8.3,40.3,Pass,Unsuccessful,Alisson,11.2,40,FALSE,,Liverpool,Europe,Champions-League,2022-2023
35,2,h,11.4,41.8,Error,Successful,Alisson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
35,3,a,87.8,60.9,Goal,Successful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
36,30,h,50.3,49.9,Pass,Successful,Cody Gakpo,38.3,64,FALSE,-0.003127228287,Liverpool,Europe,Champions-League,2022-2023
36,30.5,h,38.3,64,carry,Successful,Fabinho,43.3,74.4,FALSE,0.0007660848706,Liverpool,Europe,Champions-League,2022-2023
36,31,h,43.3,74.4,Pass,Successful,Fabinho,46.6,44,FALSE,0.001450343417,Liverpool,Europe,Champions-League,2022-2023
36,32,h,46.6,44,Pass,Unsuccessful,Trent Alexander-Arnold,70.9,32.1,FALSE,,Liverpool,Europe,Champions-League,2022-2023
36,35,a,27.5,76.6,Pass,Successful,Nacho,12.8,67,FALSE,-0.0006378758882,Real Madrid,Europe,Champions-League,2022-2023
36,35,a,27.5,76.6,BallRecovery,Successful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
36,37,a,11.7,65.3,Pass,Successful,Antonio Rüdiger,2.7,55.4,FALSE,-0.000552937455,Real Madrid,Europe,Champions-League,2022-2023
36,39,a,3,55.5,Pass,Unsuccessful,Thibaut Courtois,74.6,46.8,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
36,45,h,26.4,56.7,BallRecovery,Successful,Virgil van Dijk,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
36,49,h,27.1,48.4,Pass,Successful,Virgil van Dijk,27.9,32.2,FALSE,-0.00009465568575,Liverpool,Europe,Champions-League,2022-2023
36,51,h,30,30.1,Pass,Successful,Joe Gomez,34.2,41.3,FALSE,0.0008839810588,Liverpool,Europe,Champions-League,2022-2023
36,54,h,34.2,41.3,carry,Successful,Fabinho,44.2,40,FALSE,0.002186150123,Liverpool,Europe,Champions-League,2022-2023
36,57,h,44.2,40,Pass,Unsuccessful,Fabinho,100,7.7,FALSE,,Liverpool,Europe,Champions-League,2022-2023
37,35,a,4.6,52.3,Pass,Unsuccessful,Thibaut Courtois,64.3,66.7,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
37,39,h,38.9,31.3,Pass,Unsuccessful,Virgil van Dijk,69.4,0,FALSE,,Liverpool,Europe,Champions-League,2022-2023
37,58,a,31.3,100,Pass,Successful,Nacho,32.5,94.4,FALSE,0.0002142097297,Real Madrid,Europe,Champions-League,2022-2023
37,58,a,32.5,94.4,Pass,Successful,Luka Modric,30.9,99.1,FALSE,-0.000285612973,Real Madrid,Europe,Champions-League,2022-2023
37,59,a,30.9,99.1,carry,Successful,Nacho,35.2,97.7,FALSE,0.0007675848649,Real Madrid,Europe,Champions-League,2022-2023
38,0,a,35.2,97.7,Pass,Successful,Nacho,37,91.9,FALSE,0.0004451967309,Real Madrid,Europe,Champions-League,2022-2023
38,2,a,39,91.2,TakeOn,Successful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
38,2,h,61,8.8,Challenge,Unsuccessful,Fabinho,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
38,3,a,42,89.6,Pass,Unsuccessful,Vinícius Júnior,57.3,72.2,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
38,5,h,42.8,23.1,BallRecovery,Successful,Virgil van Dijk,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
38,6,h,42.8,23.1,Pass,Successful,Virgil van Dijk,46.4,27.9,FALSE,0.0009178139044,Liverpool,Europe,Champions-League,2022-2023
38,7,h,47.3,29.8,Pass,Successful,Stefan Bajcetic,51.3,24.1,FALSE,0.0009245752189,Liverpool,Europe,Champions-League,2022-2023
38,8,h,51.3,24.1,carry,Successful,Fabinho,54,28.3,FALSE,0.001024642277,Liverpool,Europe,Champions-League,2022-2023
38,9,h,54,28.3,Pass,Successful,Fabinho,53.2,42.8,FALSE,0.00001393526111,Liverpool,Europe,Champions-League,2022-2023
38,11,h,53.2,42.8,Pass,Successful,Stefan Bajcetic,53.5,28.5,FALSE,-0.0001523986075,Liverpool,Europe,Champions-League,2022-2023
38,12,h,54,26.5,Pass,Successful,Fabinho,55,10.1,FALSE,-0.001107013265,Liverpool,Europe,Champions-League,2022-2023
38,16,h,55,10.1,carry,Successful,Jordan Henderson,63.6,10.1,FALSE,0.002981761825,Liverpool,Europe,Champions-League,2022-2023
38,20,h,63.6,10.1,Pass,Successful,Jordan Henderson,61.6,23.4,FALSE,0.0002702498367,Liverpool,Europe,Champions-League,2022-2023
38,21.5,h,61.6,23.4,carry,Successful,Trent Alexander-Arnold,64,27.3,FALSE,0.001386351267,Liverpool,Europe,Champions-League,2022-2023
38,23,h,64,27.3,Pass,Successful,Trent Alexander-Arnold,78.4,94.1,FALSE,0.006964062279,Liverpool,Europe,Champions-League,2022-2023
38,25.5,h,78.4,94.1,carry,Successful,Andrew Robertson,74.9,93,FALSE,-0.002540937177,Liverpool,Europe,Champions-League,2022-2023
38,28,h,74.9,93,Pass,Successful,Andrew Robertson,68.6,86.2,FALSE,-0.002827419757,Liverpool,Europe,Champions-League,2022-2023
38,31,h,67.9,85.3,Pass,Successful,Stefan Bajcetic,43,80.6,FALSE,-0.008137358946,Liverpool,Europe,Champions-League,2022-2023
38,32.5,h,43,80.6,carry,Successful,Virgil van Dijk,46.5,76.9,FALSE,0.0008984469678,Liverpool,Europe,Champions-League,2022-2023
38,34,h,46.5,76.9,Pass,Successful,Virgil van Dijk,56.4,92.7,FALSE,0.001384120928,Liverpool,Europe,Champions-League,2022-2023
38,37,h,56.9,92.6,Pass,Successful,Andrew Robertson,38.4,75,FALSE,-0.003166940736,Liverpool,Europe,Champions-League,2022-2023
38,39,h,37.4,72.3,Pass,Successful,Virgil van Dijk,39.6,32.2,FALSE,0.000587716119,Liverpool,Europe,Champions-League,2022-2023
38,41,h,39.6,32.2,carry,Successful,Joe Gomez,47.7,28.5,FALSE,0.001658973478,Liverpool,Europe,Champions-League,2022-2023
38,43,h,47.7,28.5,Pass,Successful,Joe Gomez,61.6,5,FALSE,0.002408720557,Liverpool,Europe,Champions-League,2022-2023
38,45.5,h,61.6,5,carry,Successful,Mohamed Salah,63,8.9,FALSE,0.0008165208534,Liverpool,Europe,Champions-League,2022-2023
38,48,h,63,8.9,Pass,Successful,Mohamed Salah,86,32.7,FALSE,0.03781088432,Liverpool,Europe,Champions-League,2022-2023
38,51,h,87.4,31.4,TakeOn,Unsuccessful,Cody Gakpo,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
38,51,a,12.6,68.6,Tackle,Successful,Antonio Rüdiger,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
38,52,a,9.3,71.9,BallRecovery,Successful,Antonio Rüdiger,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
38,54,a,8.3,87.6,Pass,Unsuccessful,Antonio Rüdiger,41.9,68.5,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
38,56,h,54.6,26.8,Pass,Successful,Fabinho,44.6,19.7,FALSE,-0.003107703509,Liverpool,Europe,Champions-League,2022-2023
38,58,h,44.6,19.7,BallRecovery,Successful,Joe Gomez,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
38,58,h,44.6,19.7,Pass,Successful,Joe Gomez,52.9,29.4,FALSE,0.002745995155,Liverpool,Europe,Champions-League,2022-2023
39,0.5,h,52.9,29.4,carry,Successful,Fabinho,66.6,18.9,FALSE,0.004916492676,Liverpool,Europe,Champions-League,2022-2023
39,3,h,66.6,18.9,Pass,Successful,Fabinho,67.1,8,FALSE,-0.001485544987,Liverpool,Europe,Champions-League,2022-2023
39,5.5,h,67.1,8,carry,Successful,Jordan Henderson,76.3,7.9,FALSE,0.005925391184,Liverpool,Europe,Champions-League,2022-2023
39,8,h,76.3,7.9,Pass,Successful,Jordan Henderson,98.6,12.2,FALSE,0.01626718229,Liverpool,Europe,Champions-League,2022-2023
39,11,h,98.6,12.2,Pass,Unsuccessful,Darwin Núñez,81.2,100,FALSE,,Liverpool,Europe,Champions-League,2022-2023
39,38,a,35.1,0,Pass,Unsuccessful,Daniel Carvajal,53.7,3,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
39,41,h,43.7,96.9,Clearance,Successful,Andrew Robertson,45.4,100,FALSE,,Liverpool,Europe,Champions-League,2022-2023
39,52,a,49,0,Pass,Successful,Daniel Carvajal,24.9,17.7,FALSE,-0.003428022377,Real Madrid,Europe,Champions-League,2022-2023
39,57,a,24.2,18.3,Pass,Successful,Éder Militão,7.6,48.9,FALSE,0.0001266517116,Real Madrid,Europe,Champions-League,2022-2023
39,59,a,7.6,48.9,carry,Successful,Thibaut Courtois,8.3,57.5,FALSE,0.00003662149789,Real Madrid,Europe,Champions-League,2022-2023
