index,id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,firstName,lastName,teamColor,shortName,matchId,onGoalShot_X,onGoalShot_Y,onGoalShot_ZR
6,2471059331,Goal,8650,242709,Roberto Firmino,100.732758621,29.463570785767555,24,,0,1,,,32.09375,1.7079999916000002,0.21229735016822815,0.6222,Header,FromCorner,FirstHalf,0,Roberto,Firmino,#d3171e,,4010127,1.5042989417989419,0.45185184962962965,1
9,2471070817,AttemptSaved,8650,568571,Joseph Gomez,90.9000015258789,28.791190475,47,,1,1,93.5,29.967857141,34.1525,1.2199999940000001,0.11849188804626465,,LeftFoot,RegularPlay,SecondHalf,0,Joseph,Gomez,#d3171e,,4010127,0.9596560846560838,0.32275132116402117,1
10,2471070967,AttemptSaved,8650,963964,Harvey Elliott,92.30000305175781,24.489680999056432,48,,1,1,93.7,25.7071875,37.27875,1.2199999940000001,0.10065749287605286,,LeftFoot,RegularPlay,SecondHalf,0,Harvey,Elliott,#d3171e,,4010127,0.13260582010581956,0.32275132116402117,1
11,2471071545,Miss,8650,671529,Konstantinos Tsimikas,82.03446430153443,20.7763057357,49,,0,0,,,30.244,6.270482770400001,0.04022890329360962,,LeftFoot,FreeKick,SecondHalf,0,Konstantinos,Tsimikas,#d3171e,,4010127,1.4056698861774821,0.6772486772486772,0.4082620260252617
12,2471073177,AttemptSaved,8650,950561,Darwin Nunez,91.5,34.7625,53,,1,1,92.6,34.838750000000005,35.60125,1.2199999940000001,0.19381120800971985,,LeftFoot,RegularPlay,SecondHalf,0,Darwin,Nunez,#d3171e,,4010127,0.5763888888888888,0.32275132116402117,1
13,2471073507,Miss,8650,950561,Darwin Nunez,77.30437065206556,32.856249999999996,54,,0,0,,,28.118809523000003,5.427586216,0.03508824110031128,,RightFoot,RegularPlay,SecondHalf,0,Darwin,Nunez,#d3171e,,4010127,1.7338489547073765,0.6772486772486772,0.4716645481288473
14,2471073717,Goal,8650,242709,Roberto Firmino,96.70175732977859,36.2875,55,,0,1,,,35.9825,0.5265263132,0.25895971059799194,0.5959,LeftFoot,RegularPlay,SecondHalf,0,Roberto,Firmino,#d3171e,,4010127,0.47552910052910013,0.13929267544973545,1
15,2471075651,AttemptSaved,8650,963964,Harvey Elliott,84.7373786408,18.183948512056432,60,,0,1,104.051724138,33.61875,32.24625,0.40452631380000004,0.028768032789230347,0.0686,LeftFoot,RegularPlay,SecondHalf,0,Harvey,Elliott,#d3171e,,4010127,1.4639550264550256,0.10701754333333334,1
16,2471075807,AttemptSaved,8650,950561,Darwin Nunez,94.38596638303929,46.803313167587135,60,,1,1,95.73684210409999,45.542165601099995,37.355000000000004,1.2199999940000001,0.0385667085647583,,RightFoot,RegularPlay,SecondHalf,0,Darwin,Nunez,#d3171e,,4010127,0.11243386243386144,0.32275132116402117,1
17,2471077931,Goal,8650,950561,Darwin Nunez,89.5999984741211,42.63968705892563,66,,0,1,,,31.026249999999997,0.1219999994,0.1910191774368286,0.7961,RightFoot,RegularPlay,SecondHalf,0,Darwin,Nunez,#d3171e,,4010127,1.7867063492063497,0.032275132116402115,1
